"subject","event","date","memory","negative","positive","surprise","covid","datePlot"
156,"presBiden","November",100,0,100,25,0,"NOV"
156,"presDebates","October",20,40,0,0,0,"OCT"
156,"primaryNH","February",20,0,81,32,0,"FEB"
156,"secondStim","December",25,0,83,72,0,"DEC"
156,"soleimani","January",0,0,0,0,0,"JAN"
156,"thomBrenn","August",0,0,0,0,0,"AUG"
156,"toobinZoom","October",2,0,0,0,0,"OCT"
156,"trumpFraud","November",100,100,0,0,0,"NOV"
156,"trumpInterview","September",0,0,0,0,0,"SEP"
157,"BLM","June",75,86,5,84,0,"JUN"
157,"NFL","April",6,3,2,2,0,"APR"
157,"RBG","September",0,0,0,0,0,"SEP"
157,"baldwin","December",0,0,0,0,0,"DEC"
157,"barronTrump","June",0,0,0,0,0,"JUN"
157,"borisJCovid","April",0,0,0,0,0,"APR"
157,"caucusNV","February",0,0,0,0,0,"FEB"
157,"covid","March",95,45,78,94,1,"MAR"
157,"falwell","August",0,0,0,0,0,"AUG"
157,"firstStim","March",82,15,96,29,0,"MAR"
157,"georgeFloyd","May",87,70,24,77,0,"MAY"
157,"jadaSmith","July",0,0,0,0,0,"JUL"
157,"kobe","January",84,91,11,94,0,"JAN"
157,"nayaRivera","July",0,0,0,0,0,"JUL"
157,"olsenDivorce","May",0,0,0,0,0,"MAY"
157,"presBiden","November",79,87,19,37,0,"NOV"
157,"presDebates","October",59,52,35,24,0,"OCT"
157,"primaryNH","February",0,0,0,0,0,"FEB"
157,"secondStim","December",88,12,92,46,0,"DEC"
157,"soleimani","January",0,0,0,0,0,"JAN"
157,"thomBrenn","August",0,0,0,0,0,"AUG"
157,"toobinZoom","October",0,0,0,0,0,"OCT"
157,"trumpFraud","November",44,79,23,58,0,"NOV"
157,"trumpInterview","September",0,0,0,0,0,"SEP"
158,"BLM","June",100,31,67,74,0,"JUN"
158,"NFL","April",0,0,0,0,0,"APR"
158,"RBG","September",61,84,21,10,0,"SEP"
158,"baldwin","December",0,0,0,0,0,"DEC"
158,"barronTrump","June",10,51,50,49,0,"JUN"
158,"borisJCovid","April",30,1,93,20,0,"APR"
158,"caucusNV","February",24,9,93,60,0,"FEB"
158,"covid","March",71,51,50,72,1,"MAR"
158,"falwell","August",30,10,90,19,0,"AUG"
158,"firstStim","March",45,20,75,62,0,"MAR"
158,"georgeFloyd","May",61,92,8,12,0,"MAY"
158,"jadaSmith","July",0,0,0,0,0,"JUL"
158,"kobe","January",60,100,1,99,0,"JAN"
158,"nayaRivera","July",0,0,0,0,0,"JUL"
158,"olsenDivorce","May",0,0,0,0,0,"MAY"
158,"presBiden","November",80,14,82,43,0,"NOV"
158,"presDebates","October",81,77,32,5,0,"OCT"
158,"primaryNH","February",0,0,0,0,0,"FEB"
158,"secondStim","December",70,13,93,51,0,"DEC"
158,"soleimani","January",80,97,7,91,0,"JAN"
158,"thomBrenn","August",0,0,0,0,0,"AUG"
158,"toobinZoom","October",33,0,93,55,0,"OCT"
158,"trumpFraud","November",53,92,6,76,0,"NOV"
158,"trumpInterview","September",30,53,52,23,0,"SEP"
159,"BLM","June",69,0,29,10,0,"JUN"
159,"NFL","April",40,0,75,20,0,"APR"
159,"RBG","September",90,44,0,60,0,"SEP"
159,"baldwin","December",0,0,0,0,0,"DEC"
159,"barronTrump","June",60,0,0,29,0,"JUN"
159,"borisJCovid","April",30,35,0,50,0,"APR"
159,"caucusNV","February",26,0,33,7,0,"FEB"
159,"covid","March",100,52,17,65,1,"MAR"
159,"falwell","August",0,0,0,0,0,"AUG"
159,"firstStim","March",80,0,100,69,0,"MAR"
159,"georgeFloyd","May",100,100,0,30,0,"MAY"
159,"jadaSmith","July",10,0,0,0,0,"JUL"
159,"kobe","January",100,31,0,100,0,"JAN"
159,"nayaRivera","July",0,0,0,0,0,"JUL"
159,"olsenDivorce","May",20,0,0,10,0,"MAY"
159,"presBiden","November",100,0,64,60,0,"NOV"
159,"presDebates","October",60,50,50,0,0,"OCT"
159,"primaryNH","February",27,0,27,9,0,"FEB"
159,"secondStim","December",90,0,88,63,0,"DEC"
159,"soleimani","January",70,84,5,58,0,"JAN"
159,"thomBrenn","August",0,0,0,0,0,"AUG"
159,"toobinZoom","October",0,0,0,0,0,"OCT"
159,"trumpFraud","November",100,100,0,0,0,"NOV"
159,"trumpInterview","September",60,51,0,30,0,"SEP"
160,"BLM","June",100,78,22,15,0,"JUN"
160,"NFL","April",21,1,1,1,0,"APR"
160,"RBG","September",100,94,0,82,0,"SEP"
160,"baldwin","December",0,0,0,0,0,"DEC"
160,"barronTrump","June",100,4,10,30,0,"JUN"
160,"borisJCovid","April",45,3,0,33,0,"APR"
160,"caucusNV","February",1,0,0,0,0,"FEB"
160,"covid","March",100,80,10,60,1,"MAR"
160,"falwell","August",75,90,1,80,0,"AUG"
160,"firstStim","March",100,76,8,65,0,"MAR"
160,"georgeFloyd","May",100,100,0,88,0,"MAY"
160,"jadaSmith","July",10,0,0,5,0,"JUL"
160,"kobe","January",100,80,0,91,0,"JAN"
160,"nayaRivera","July",84,76,0,91,0,"JUL"
160,"olsenDivorce","May",1,0,0,1,0,"MAY"
160,"presBiden","November",95,6,55,20,0,"NOV"
160,"presDebates","October",89,30,6,25,0,"OCT"
160,"primaryNH","February",0,0,0,0,0,"FEB"
160,"secondStim","December",100,17,81,64,0,"DEC"
160,"soleimani","January",90,88,0,76,0,"JAN"
160,"thomBrenn","August",0,0,0,0,0,"AUG"
160,"toobinZoom","October",0,0,0,0,0,"OCT"
160,"trumpFraud","November",100,86,1,5,0,"NOV"
160,"trumpInterview","September",96,98,0,29,0,"SEP"
161,"BLM","June",100,10,50,35,0,"JUN"
161,"NFL","April",20,0,0,1,0,"APR"
161,"RBG","September",100,100,0,75,0,"SEP"
161,"baldwin","December",100,15,2,14,0,"DEC"
161,"barronTrump","June",20,17,15,16,0,"JUN"
161,"borisJCovid","April",50,1,10,20,0,"APR"
161,"caucusNV","February",30,6,4,6,0,"FEB"
161,"covid","March",100,80,20,100,1,"MAR"
161,"falwell","August",0,0,0,0,0,"AUG"
161,"firstStim","March",0,3,20,10,0,"MAR"
161,"georgeFloyd","May",100,100,0,90,0,"MAY"
161,"jadaSmith","July",0,0,0,0,0,"JUL"
161,"kobe","January",100,100,0,100,0,"JAN"
161,"nayaRivera","July",100,100,0,100,0,"JUL"
161,"olsenDivorce","May",0,0,0,0,0,"MAY"
161,"presBiden","November",100,0,100,100,0,"NOV"
161,"presDebates","October",90,75,1,9,0,"OCT"
161,"primaryNH","February",10,1,12,1,0,"FEB"
161,"secondStim","December",0,0,0,0,0,"DEC"
161,"soleimani","January",60,8,9,3,0,"JAN"
161,"thomBrenn","August",0,0,0,0,0,"AUG"
161,"toobinZoom","October",100,100,0,100,0,"OCT"
161,"trumpFraud","November",100,100,0,10,0,"NOV"
161,"trumpInterview","September",45,47,2,20,0,"SEP"
162,"BLM","June",91,4,90,80,0,"JUN"
162,"NFL","April",0,0,0,0,0,"APR"
162,"RBG","September",99,99,0,70,0,"SEP"
162,"baldwin","December",42,4,0,77,0,"DEC"
162,"barronTrump","June",6,1,0,9,0,"JUN"
162,"borisJCovid","April",12,5,0,27,0,"APR"
162,"caucusNV","February",38,0,63,45,0,"FEB"
162,"covid","March",99,99,0,97,1,"MAR"
162,"falwell","August",64,30,36,69,0,"AUG"
162,"firstStim","March",92,0,93,89,0,"MAR"
162,"georgeFloyd","May",99,99,0,30,0,"MAY"
162,"jadaSmith","July",7,0,0,12,0,"JUL"
162,"kobe","January",80,37,1,91,0,"JAN"
162,"nayaRivera","July",93,61,0,93,0,"JUL"
162,"olsenDivorce","May",11,0,0,39,0,"MAY"
162,"presBiden","November",100,0,100,81,0,"NOV"
162,"presDebates","October",60,51,31,12,0,"OCT"
162,"primaryNH","February",18,0,30,22,0,"FEB"
162,"secondStim","December",94,0,88,79,0,"DEC"
162,"soleimani","January",32,21,29,58,0,"JAN"
162,"thomBrenn","August",0,0,0,0,0,"AUG"
162,"toobinZoom","October",34,78,0,58,0,"OCT"
162,"trumpFraud","November",98,98,0,86,0,"NOV"
162,"trumpInterview","September",45,84,0,8,0,"SEP"
163,"BLM","June",100,50,50,0,0,"JUN"
163,"NFL","April",10,0,30,0,0,"APR"
163,"RBG","September",100,100,0,70,0,"SEP"
163,"baldwin","December",0,0,0,0,0,"DEC"
163,"barronTrump","June",60,0,0,30,0,"JUN"
163,"borisJCovid","April",100,70,0,100,0,"APR"
163,"caucusNV","February",50,0,100,0,0,"FEB"
163,"covid","March",100,100,0,100,1,"MAR"
163,"falwell","August",0,0,0,0,0,"AUG"
163,"firstStim","March",100,0,100,100,0,"MAR"
163,"georgeFloyd","May",100,100,0,100,0,"MAY"
163,"jadaSmith","July",100,100,0,100,0,"JUL"
163,"kobe","January",100,100,0,100,0,"JAN"
163,"nayaRivera","July",100,100,0,100,0,"JUL"
163,"olsenDivorce","May",0,0,0,0,0,"MAY"
163,"presBiden","November",100,0,100,30,0,"NOV"
163,"presDebates","October",100,20,0,0,0,"OCT"
163,"primaryNH","February",50,0,100,0,0,"FEB"
163,"secondStim","December",100,0,100,40,0,"DEC"
163,"soleimani","January",50,0,0,0,0,"JAN"
163,"thomBrenn","August",10,100,0,0,0,"AUG"
163,"toobinZoom","October",0,0,0,0,0,"OCT"
163,"trumpFraud","November",100,100,0,0,0,"NOV"
163,"trumpInterview","September",100,100,0,10,0,"SEP"
164,"BLM","June",88,9,80,28,0,"JUN"
164,"NFL","April",0,0,0,0,0,"APR"
164,"RBG","September",85,73,0,23,0,"SEP"
164,"baldwin","December",0,0,0,0,0,"DEC"
164,"barronTrump","June",0,0,0,0,0,"JUN"
164,"borisJCovid","April",0,0,0,0,0,"APR"
164,"caucusNV","February",0,0,0,0,0,"FEB"
164,"covid","March",100,3,69,91,1,"MAR"
164,"falwell","August",0,0,0,0,0,"AUG"
164,"firstStim","March",31,0,84,58,0,"MAR"
164,"georgeFloyd","May",87,100,0,34,0,"MAY"
164,"jadaSmith","July",0,0,0,0,0,"JUL"
164,"kobe","January",14,14,0,0,0,"JAN"
164,"nayaRivera","July",4,2,0,0,0,"JUL"
164,"olsenDivorce","May",0,0,0,0,0,"MAY"
164,"presBiden","November",100,0,68,5,0,"NOV"
164,"presDebates","October",100,50,65,0,0,"OCT"
164,"primaryNH","February",0,0,0,0,0,"FEB"
164,"secondStim","December",20,0,60,60,0,"DEC"
164,"soleimani","January",55,8,27,68,0,"JAN"
164,"thomBrenn","August",0,0,0,0,0,"AUG"
164,"toobinZoom","October",0,0,0,0,0,"OCT"
164,"trumpFraud","November",100,100,0,14,0,"NOV"
164,"trumpInterview","September",0,0,0,0,0,"SEP"
165,"BLM","June",100,15,70,50,0,"JUN"
165,"NFL","April",40,0,0,10,0,"APR"
165,"RBG","September",100,70,0,80,0,"SEP"
165,"baldwin","December",0,0,0,0,0,"DEC"
165,"barronTrump","June",0,0,0,0,0,"JUN"
165,"borisJCovid","April",10,10,0,10,0,"APR"
165,"caucusNV","February",50,0,80,30,0,"FEB"
165,"covid","March",100,100,0,90,1,"MAR"
165,"falwell","August",100,100,0,70,0,"AUG"
165,"firstStim","March",100,0,100,70,0,"MAR"
165,"georgeFloyd","May",100,100,0,60,0,"MAY"
165,"jadaSmith","July",70,40,0,50,0,"JUL"
165,"kobe","January",100,100,0,100,0,"JAN"
165,"nayaRivera","July",100,100,0,90,0,"JUL"
165,"olsenDivorce","May",80,0,80,60,0,"MAY"
165,"presBiden","November",100,15,100,60,0,"NOV"
165,"presDebates","October",100,70,20,80,0,"OCT"
165,"primaryNH","February",70,10,70,30,0,"FEB"
165,"secondStim","December",100,0,100,60,0,"DEC"
165,"soleimani","January",20,0,40,40,0,"JAN"
165,"thomBrenn","August",30,80,0,10,0,"AUG"
165,"toobinZoom","October",10,80,0,0,0,"OCT"
165,"trumpFraud","November",100,100,0,30,0,"NOV"
165,"trumpInterview","September",70,90,0,20,0,"SEP"
166,"BLM","June",100,0,100,44,0,"JUN"
166,"NFL","April",0,0,0,0,0,"APR"
166,"RBG","September",0,0,0,0,0,"SEP"
166,"baldwin","December",0,0,0,0,0,"DEC"
166,"barronTrump","June",5,0,0,0,0,"JUN"
166,"borisJCovid","April",100,88,0,47,0,"APR"
166,"caucusNV","February",0,0,0,0,0,"FEB"
166,"covid","March",100,100,0,100,1,"MAR"
166,"falwell","August",0,0,0,0,0,"AUG"
166,"firstStim","March",100,0,100,70,0,"MAR"
166,"georgeFloyd","May",100,100,0,100,0,"MAY"
166,"jadaSmith","July",100,52,0,100,0,"JUL"
166,"kobe","January",100,100,0,100,0,"JAN"
166,"nayaRivera","July",0,0,0,0,0,"JUL"
166,"olsenDivorce","May",24,0,0,0,0,"MAY"
166,"presBiden","November",100,0,100,0,0,"NOV"
166,"presDebates","October",100,1,69,0,0,"OCT"
166,"primaryNH","February",0,0,0,0,0,"FEB"
166,"secondStim","December",87,0,100,7,0,"DEC"
166,"soleimani","January",100,50,0,100,0,"JAN"
166,"thomBrenn","August",0,0,0,0,0,"AUG"
166,"toobinZoom","October",0,0,0,0,0,"OCT"
166,"trumpFraud","November",100,87,0,73,0,"NOV"
166,"trumpInterview","September",47,66,0,58,0,"SEP"
167,"BLM","June",86,68,82,10,0,"JUN"
167,"NFL","April",0,0,0,0,0,"APR"
167,"RBG","September",90,96,0,75,0,"SEP"
167,"baldwin","December",0,0,0,0,0,"DEC"
167,"barronTrump","June",76,0,24,44,0,"JUN"
167,"borisJCovid","April",30,0,0,3,0,"APR"
167,"caucusNV","February",0,0,0,0,0,"FEB"
167,"covid","March",75,23,0,89,1,"MAR"
167,"falwell","August",0,0,0,0,0,"AUG"
167,"firstStim","March",9,0,43,30,0,"MAR"
167,"georgeFloyd","May",91,95,0,40,0,"MAY"
167,"jadaSmith","July",0,0,0,0,0,"JUL"
167,"kobe","January",53,7,0,85,0,"JAN"
167,"nayaRivera","July",0,0,0,0,0,"JUL"
167,"olsenDivorce","May",0,0,0,0,0,"MAY"
167,"presBiden","November",70,32,63,15,0,"NOV"
167,"presDebates","October",30,17,5,0,0,"OCT"
167,"primaryNH","February",0,0,0,0,0,"FEB"
167,"secondStim","December",29,0,44,21,0,"DEC"
167,"soleimani","January",34,77,0,82,0,"JAN"
167,"thomBrenn","August",0,0,0,0,0,"AUG"
167,"toobinZoom","October",0,0,0,0,0,"OCT"
167,"trumpFraud","November",67,88,0,21,0,"NOV"
167,"trumpInterview","September",50,94,5,0,0,"SEP"
168,"BLM","June",100,33,68,11,0,"JUN"
168,"NFL","April",32,0,0,0,0,"APR"
168,"RBG","September",100,71,0,15,0,"SEP"
168,"baldwin","December",0,0,0,0,0,"DEC"
168,"barronTrump","June",0,0,0,0,0,"JUN"
168,"borisJCovid","April",100,0,0,3,0,"APR"
168,"caucusNV","February",20,0,60,38,0,"FEB"
168,"covid","March",100,75,0,30,1,"MAR"
168,"falwell","August",0,0,0,0,0,"AUG"
168,"firstStim","March",99,0,62,6,0,"MAR"
168,"georgeFloyd","May",100,100,0,100,0,"MAY"
168,"jadaSmith","July",62,65,13,83,0,"JUL"
168,"kobe","January",100,100,0,95,0,"JAN"
168,"nayaRivera","July",100,78,0,100,0,"JUL"
168,"olsenDivorce","May",0,0,0,0,0,"MAY"
168,"presBiden","November",100,0,100,15,0,"NOV"
168,"presDebates","October",100,37,1,1,0,"OCT"
168,"primaryNH","February",0,0,0,0,0,"FEB"
168,"secondStim","December",94,0,70,6,0,"DEC"
168,"soleimani","January",57,35,0,3,0,"JAN"
168,"thomBrenn","August",0,0,0,0,0,"AUG"
168,"toobinZoom","October",0,0,0,0,0,"OCT"
168,"trumpFraud","November",100,57,0,11,0,"NOV"
168,"trumpInterview","September",100,53,0,3,0,"SEP"
169,"BLM","June",90,80,40,30,0,"JUN"
169,"NFL","April",0,0,0,0,0,"APR"
169,"RBG","September",75,100,0,15,0,"SEP"
169,"baldwin","December",0,0,0,0,0,"DEC"
169,"barronTrump","June",0,0,0,0,0,"JUN"
169,"borisJCovid","April",71,93,7,19,0,"APR"
169,"caucusNV","February",9,13,80,35,0,"FEB"
169,"covid","March",70,60,30,80,1,"MAR"
169,"falwell","August",0,0,0,0,0,"AUG"
169,"firstStim","March",50,20,90,90,0,"MAR"
169,"georgeFloyd","May",80,100,0,40,0,"MAY"
169,"jadaSmith","July",0,0,0,0,0,"JUL"
169,"kobe","January",50,79,0,100,0,"JAN"
169,"nayaRivera","July",0,0,0,0,0,"JUL"
169,"olsenDivorce","May",0,0,0,0,0,"MAY"
169,"presBiden","November",70,18,83,72,0,"NOV"
169,"presDebates","October",90,100,26,0,0,"OCT"
169,"primaryNH","February",15,10,68,34,0,"FEB"
169,"secondStim","December",83,0,100,100,0,"DEC"
169,"soleimani","January",70,60,0,60,0,"JAN"
169,"thomBrenn","August",0,0,0,0,0,"AUG"
169,"toobinZoom","October",0,0,0,0,0,"OCT"
169,"trumpFraud","November",70,94,11,50,0,"NOV"
169,"trumpInterview","September",0,0,0,0,0,"SEP"
170,"BLM","June",85,90,0,70,0,"JUN"
170,"NFL","April",0,0,0,0,0,"APR"
170,"RBG","September",100,50,50,0,0,"SEP"
170,"baldwin","December",0,0,0,0,0,"DEC"
170,"barronTrump","June",80,0,51,0,0,"JUN"
170,"borisJCovid","April",0,0,0,0,0,"APR"
170,"caucusNV","February",0,0,0,0,0,"FEB"
170,"covid","March",100,100,0,100,1,"MAR"
170,"falwell","August",0,0,0,0,0,"AUG"
170,"firstStim","March",90,0,100,40,0,"MAR"
170,"georgeFloyd","May",85,80,0,100,0,"MAY"
170,"jadaSmith","July",100,100,0,100,0,"JUL"
170,"kobe","January",100,90,0,100,0,"JAN"
170,"nayaRivera","July",100,100,0,100,0,"JUL"
170,"olsenDivorce","May",90,50,50,80,0,"MAY"
170,"presBiden","November",90,50,50,95,0,"NOV"
170,"presDebates","October",80,50,50,0,0,"OCT"
170,"primaryNH","February",0,0,0,0,0,"FEB"
170,"secondStim","December",90,0,100,30,0,"DEC"
170,"soleimani","January",0,0,0,0,0,"JAN"
170,"thomBrenn","August",0,0,0,0,0,"AUG"
170,"toobinZoom","October",0,0,0,0,0,"OCT"
170,"trumpFraud","November",100,50,50,80,0,"NOV"
170,"trumpInterview","September",0,0,0,0,0,"SEP"
171,"BLM","June",100,0,79,100,0,"JUN"
171,"NFL","April",0,0,0,0,0,"APR"
171,"RBG","September",100,100,0,100,0,"SEP"
171,"baldwin","December",50,76,0,0,0,"DEC"
171,"barronTrump","June",0,0,0,0,0,"JUN"
171,"borisJCovid","April",76,0,0,60,0,"APR"
171,"caucusNV","February",50,0,81,50,0,"FEB"
171,"covid","March",100,100,0,100,1,"MAR"
171,"falwell","August",0,0,0,0,0,"AUG"
171,"firstStim","March",100,0,100,0,0,"MAR"
171,"georgeFloyd","May",100,100,0,100,0,"MAY"
171,"jadaSmith","July",0,0,0,0,0,"JUL"
171,"kobe","January",100,50,0,100,0,"JAN"
171,"nayaRivera","July",0,0,0,0,0,"JUL"
171,"olsenDivorce","May",0,0,0,0,0,"MAY"
171,"presBiden","November",80,0,80,20,0,"NOV"
171,"presDebates","October",100,0,100,0,0,"OCT"
171,"primaryNH","February",50,0,80,10,0,"FEB"
171,"secondStim","December",100,0,100,0,0,"DEC"
171,"soleimani","January",76,0,82,49,0,"JAN"
171,"thomBrenn","August",50,50,0,76,0,"AUG"
171,"toobinZoom","October",0,0,0,0,0,"OCT"
171,"trumpFraud","November",100,100,0,0,0,"NOV"
171,"trumpInterview","September",0,0,0,0,0,"SEP"
172,"BLM","June",100,50,50,50,0,"JUN"
172,"NFL","April",0,0,0,0,0,"APR"
172,"RBG","September",100,50,50,100,0,"SEP"
172,"baldwin","December",50,1,1,50,0,"DEC"
172,"barronTrump","June",0,0,0,0,0,"JUN"
172,"borisJCovid","April",0,0,0,0,0,"APR"
172,"caucusNV","February",0,0,0,0,0,"FEB"
172,"covid","March",100,50,25,100,1,"MAR"
172,"falwell","August",1,1,1,1,0,"AUG"
172,"firstStim","March",100,1,100,100,0,"MAR"
172,"georgeFloyd","May",100,100,1,100,0,"MAY"
172,"jadaSmith","July",9,1,1,90,0,"JUL"
172,"kobe","January",100,50,1,100,0,"JAN"
172,"nayaRivera","July",100,50,1,100,0,"JUL"
172,"olsenDivorce","May",10,1,1,100,0,"MAY"
172,"presBiden","November",100,1,100,10,0,"NOV"
172,"presDebates","October",100,75,50,50,0,"OCT"
172,"primaryNH","February",0,0,0,0,0,"FEB"
172,"secondStim","December",100,0,100,100,0,"DEC"
172,"soleimani","January",40,1,1,1,0,"JAN"
172,"thomBrenn","August",0,0,0,0,0,"AUG"
172,"toobinZoom","October",0,0,0,0,0,"OCT"
172,"trumpFraud","November",100,30,1,1,0,"NOV"
172,"trumpInterview","September",19,100,1,1,0,"SEP"
173,"BLM","June",57,57,76,62,0,"JUN"
173,"NFL","April",0,0,0,0,0,"APR"
173,"RBG","September",9,19,0,100,0,"SEP"
173,"baldwin","December",0,0,0,0,0,"DEC"
173,"barronTrump","June",4,0,0,0,0,"JUN"
173,"borisJCovid","April",2,0,0,0,0,"APR"
173,"caucusNV","February",0,0,0,0,0,"FEB"
173,"covid","March",100,100,0,100,1,"MAR"
173,"falwell","August",0,0,0,0,0,"AUG"
173,"firstStim","March",24,0,100,98,0,"MAR"
173,"georgeFloyd","May",76,100,0,29,0,"MAY"
173,"jadaSmith","July",0,0,0,0,0,"JUL"
173,"kobe","January",55,71,0,100,0,"JAN"
173,"nayaRivera","July",100,100,0,100,0,"JUL"
173,"olsenDivorce","May",4,3,0,1,0,"MAY"
173,"presBiden","November",91,0,100,78,0,"NOV"
173,"presDebates","October",20,21,7,0,0,"OCT"
173,"primaryNH","February",0,0,0,0,0,"FEB"
173,"secondStim","December",13,0,100,76,0,"DEC"
173,"soleimani","January",0,0,0,0,0,"JAN"
173,"thomBrenn","August",0,0,0,0,0,"AUG"
173,"toobinZoom","October",0,0,0,0,0,"OCT"
173,"trumpFraud","November",8,79,0,4,0,"NOV"
173,"trumpInterview","September",77,87,0,41,0,"SEP"
174,"BLM","June",80,30,4,55,0,"JUN"
174,"NFL","April",0,0,0,0,0,"APR"
174,"RBG","September",45,15,0,5,0,"SEP"
174,"baldwin","December",0,0,0,0,0,"DEC"
174,"barronTrump","June",0,0,0,0,0,"JUN"
174,"borisJCovid","April",15,15,0,5,0,"APR"
174,"caucusNV","February",0,0,0,0,0,"FEB"
174,"covid","March",100,75,5,100,1,"MAR"
174,"falwell","August",0,0,0,0,0,"AUG"
174,"firstStim","March",90,0,80,70,0,"MAR"
174,"georgeFloyd","May",100,85,0,90,0,"MAY"
174,"jadaSmith","July",0,0,0,0,0,"JUL"
174,"kobe","January",87,45,0,70,0,"JAN"
174,"nayaRivera","July",0,0,0,0,0,"JUL"
174,"olsenDivorce","May",80,10,0,25,0,"MAY"
174,"presBiden","November",100,0,75,35,0,"NOV"
174,"presDebates","October",70,20,10,0,0,"OCT"
174,"primaryNH","February",40,0,60,35,0,"FEB"
174,"secondStim","December",100,0,85,50,0,"DEC"
174,"soleimani","January",0,0,0,0,0,"JAN"
174,"thomBrenn","August",0,0,0,0,0,"AUG"
174,"toobinZoom","October",0,0,0,0,0,"OCT"
174,"trumpFraud","November",60,20,0,30,0,"NOV"
174,"trumpInterview","September",0,0,0,0,0,"SEP"
175,"BLM","June",90,0,100,0,0,"JUN"
175,"NFL","April",0,0,0,0,0,"APR"
175,"RBG","September",60,20,0,90,0,"SEP"
175,"baldwin","December",50,0,0,50,0,"DEC"
175,"barronTrump","June",0,0,0,0,0,"JUN"
175,"borisJCovid","April",20,0,0,0,0,"APR"
175,"caucusNV","February",0,0,0,0,0,"FEB"
175,"covid","March",95,100,0,0,1,"MAR"
175,"falwell","August",0,0,0,0,0,"AUG"
175,"firstStim","March",30,0,100,0,0,"MAR"
175,"georgeFloyd","May",90,100,0,20,0,"MAY"
175,"jadaSmith","July",40,0,0,0,0,"JUL"
175,"kobe","January",70,100,0,100,0,"JAN"
175,"nayaRivera","July",100,100,0,100,0,"JUL"
175,"olsenDivorce","May",0,0,0,0,0,"MAY"
175,"presBiden","November",80,20,0,10,0,"NOV"
175,"presDebates","October",30,0,0,0,0,"OCT"
175,"primaryNH","February",20,0,70,0,0,"FEB"
175,"secondStim","December",0,0,0,0,0,"DEC"
175,"soleimani","January",50,0,0,20,0,"JAN"
175,"thomBrenn","August",0,0,0,0,0,"AUG"
175,"toobinZoom","October",0,0,0,0,0,"OCT"
175,"trumpFraud","November",60,0,0,0,0,"NOV"
175,"trumpInterview","September",10,100,0,0,0,"SEP"
176,"BLM","June",90,17,71,89,0,"JUN"
176,"NFL","April",0,0,0,0,0,"APR"
176,"RBG","September",89,67,8,69,0,"SEP"
176,"baldwin","December",0,0,0,0,0,"DEC"
176,"barronTrump","June",0,0,0,0,0,"JUN"
176,"borisJCovid","April",70,58,20,57,0,"APR"
176,"caucusNV","February",0,0,0,0,0,"FEB"
176,"covid","March",94,62,8,94,1,"MAR"
176,"falwell","August",0,0,0,0,0,"AUG"
176,"firstStim","March",83,4,86,90,0,"MAR"
176,"georgeFloyd","May",93,86,5,94,0,"MAY"
176,"jadaSmith","July",0,1,0,0,0,"JUL"
176,"kobe","January",95,87,7,95,0,"JAN"
176,"nayaRivera","July",70,61,6,72,0,"JUL"
176,"olsenDivorce","May",0,0,0,0,0,"MAY"
176,"presBiden","November",92,7,85,58,0,"NOV"
176,"presDebates","October",71,55,52,15,0,"OCT"
176,"primaryNH","February",0,0,0,0,0,"FEB"
176,"secondStim","December",82,3,85,93,0,"DEC"
176,"soleimani","January",0,1,0,0,0,"JAN"
176,"thomBrenn","August",0,0,0,0,0,"AUG"
176,"toobinZoom","October",0,0,0,0,0,"OCT"
176,"trumpFraud","November",92,85,19,52,0,"NOV"
176,"trumpInterview","September",75,69,25,40,0,"SEP"
177,"BLM","June",80,61,0,74,0,"JUN"
177,"NFL","April",0,0,0,0,0,"APR"
177,"RBG","September",40,6,4,15,0,"SEP"
177,"baldwin","December",0,0,0,0,0,"DEC"
177,"barronTrump","June",47,1,1,1,0,"JUN"
177,"borisJCovid","April",0,0,0,0,0,"APR"
177,"caucusNV","February",60,35,33,20,0,"FEB"
177,"covid","March",100,95,0,93,1,"MAR"
177,"falwell","August",0,0,0,0,0,"AUG"
177,"firstStim","March",90,12,60,94,0,"MAR"
177,"georgeFloyd","May",90,11,0,59,0,"MAY"
177,"jadaSmith","July",0,0,0,0,0,"JUL"
177,"kobe","January",91,83,0,98,0,"JAN"
177,"nayaRivera","July",0,0,0,0,0,"JUL"
177,"olsenDivorce","May",0,0,0,0,0,"MAY"
177,"presBiden","November",97,92,0,100,0,"NOV"
177,"presDebates","October",80,14,59,75,0,"OCT"
177,"primaryNH","February",28,1,1,1,0,"FEB"
177,"secondStim","December",94,58,70,100,0,"DEC"
177,"soleimani","January",0,0,0,0,0,"JAN"
177,"thomBrenn","August",0,0,0,0,0,"AUG"
177,"toobinZoom","October",81,41,30,51,0,"OCT"
177,"trumpFraud","November",80,27,28,18,0,"NOV"
177,"trumpInterview","September",0,0,0,0,0,"SEP"
178,"BLM","June",100,50,50,0,0,"JUN"
178,"NFL","April",0,0,0,0,0,"APR"
178,"RBG","September",100,50,0,50,0,"SEP"
178,"baldwin","December",0,0,0,0,0,"DEC"
178,"barronTrump","June",0,0,0,0,0,"JUN"
178,"borisJCovid","April",50,0,0,0,0,"APR"
178,"caucusNV","February",0,0,0,0,0,"FEB"
178,"covid","March",100,80,0,20,1,"MAR"
178,"falwell","August",0,0,0,0,0,"AUG"
178,"firstStim","March",0,0,0,0,0,"MAR"
178,"georgeFloyd","May",100,100,0,0,0,"MAY"
178,"jadaSmith","July",0,0,0,0,0,"JUL"
