"subject","event","date","memory","negative","positive","surprise","covid","datePlot"
50,"firstStim","March",87,1,100,92,0,"MAR"
50,"georgeFloyd","May",85,85,3,90,0,"MAY"
50,"jadaSmith","July",0,0,0,0,0,"JUL"
50,"kobe","January",20,34,1,70,0,"JAN"
50,"nayaRivera","July",0,0,0,0,0,"JUL"
50,"olsenDivorce","May",0,0,0,0,0,"MAY"
50,"presBiden","November",80,80,5,40,0,"NOV"
50,"presDebates","October",85,20,60,2,0,"OCT"
50,"primaryNH","February",0,0,0,0,0,"FEB"
50,"secondStim","December",90,1,100,95,0,"DEC"
50,"soleimani","January",40,35,70,60,0,"JAN"
50,"thomBrenn","August",0,0,0,0,0,"AUG"
50,"toobinZoom","October",30,68,1,60,0,"OCT"
50,"trumpFraud","November",90,30,19,40,0,"NOV"
50,"trumpInterview","September",19,59,10,5,0,"SEP"
51,"BLM","June",53,36,0,35,0,"JUN"
51,"NFL","April",0,1,0,1,0,"APR"
51,"RBG","September",41,22,1,26,0,"SEP"
51,"baldwin","December",0,0,0,0,0,"DEC"
51,"barronTrump","June",1,1,1,0,0,"JUN"
51,"borisJCovid","April",1,1,1,1,0,"APR"
51,"caucusNV","February",1,1,1,1,0,"FEB"
51,"covid","March",100,100,1,80,1,"MAR"
51,"falwell","August",1,1,1,1,0,"AUG"
51,"firstStim","March",100,1,100,91,0,"MAR"
51,"georgeFloyd","May",100,100,1,1,0,"MAY"
51,"jadaSmith","July",0,0,0,0,0,"JUL"
51,"kobe","January",77,79,1,72,0,"JAN"
51,"nayaRivera","July",1,1,1,1,0,"JUL"
51,"olsenDivorce","May",0,0,0,0,0,"MAY"
51,"presBiden","November",100,1,100,42,0,"NOV"
51,"presDebates","October",100,38,40,41,0,"OCT"
51,"primaryNH","February",0,0,0,0,0,"FEB"
51,"secondStim","December",100,0,100,100,0,"DEC"
51,"soleimani","January",0,0,0,0,0,"JAN"
51,"thomBrenn","August",0,0,0,0,0,"AUG"
51,"toobinZoom","October",0,1,0,0,0,"OCT"
51,"trumpFraud","November",35,1,1,1,0,"NOV"
51,"trumpInterview","September",0,0,0,0,0,"SEP"
52,"BLM","June",100,100,0,100,0,"JUN"
52,"NFL","April",100,50,50,100,0,"APR"
52,"RBG","September",100,0,0,50,0,"SEP"
52,"baldwin","December",0,0,0,0,0,"DEC"
52,"barronTrump","June",0,0,0,0,0,"JUN"
52,"borisJCovid","April",50,50,50,0,0,"APR"
52,"caucusNV","February",50,42,33,43,0,"FEB"
52,"covid","March",100,50,50,50,1,"MAR"
52,"falwell","August",50,50,50,71,0,"AUG"
52,"firstStim","March",100,0,50,100,0,"MAR"
52,"georgeFloyd","May",100,50,50,100,0,"MAY"
52,"jadaSmith","July",77,21,35,52,0,"JUL"
52,"kobe","January",100,100,0,100,0,"JAN"
52,"nayaRivera","July",0,0,0,0,0,"JUL"
52,"olsenDivorce","May",0,0,0,0,0,"MAY"
52,"presBiden","November",100,100,0,0,0,"NOV"
52,"presDebates","October",100,0,100,0,0,"OCT"
52,"primaryNH","February",50,60,18,67,0,"FEB"
52,"secondStim","December",100,51,100,49,0,"DEC"
52,"soleimani","January",100,0,100,0,0,"JAN"
52,"thomBrenn","August",0,0,0,0,0,"AUG"
52,"toobinZoom","October",0,0,0,0,0,"OCT"
52,"trumpFraud","November",100,0,100,100,0,"NOV"
52,"trumpInterview","September",50,50,50,0,0,"SEP"
53,"BLM","June",52,32,31,32,0,"JUN"
53,"NFL","April",0,0,0,0,0,"APR"
53,"RBG","September",0,0,0,0,0,"SEP"
53,"baldwin","December",0,0,0,0,0,"DEC"
53,"barronTrump","June",0,0,0,0,0,"JUN"
53,"borisJCovid","April",0,0,0,0,0,"APR"
53,"caucusNV","February",0,0,0,0,0,"FEB"
53,"covid","March",82,67,4,62,1,"MAR"
53,"falwell","August",0,0,0,0,0,"AUG"
53,"firstStim","March",52,18,63,52,0,"MAR"
53,"georgeFloyd","May",50,59,5,37,0,"MAY"
53,"jadaSmith","July",0,0,0,0,0,"JUL"
53,"kobe","January",40,53,1,61,0,"JAN"
53,"nayaRivera","July",0,0,0,0,0,"JUL"
53,"olsenDivorce","May",0,0,0,0,0,"MAY"
53,"presBiden","November",40,21,6,52,0,"NOV"
53,"presDebates","October",17,0,0,4,0,"OCT"
53,"primaryNH","February",0,0,0,0,0,"FEB"
53,"secondStim","December",40,38,49,61,0,"DEC"
53,"soleimani","January",0,0,0,0,0,"JAN"
53,"thomBrenn","August",0,0,0,0,0,"AUG"
53,"toobinZoom","October",0,0,0,0,0,"OCT"
53,"trumpFraud","November",52,43,3,32,0,"NOV"
53,"trumpInterview","September",0,0,0,0,0,"SEP"
54,"BLM","June",100,90,10,90,0,"JUN"
54,"NFL","April",0,0,0,0,0,"APR"
54,"RBG","September",100,0,0,20,0,"SEP"
54,"baldwin","December",0,0,0,0,0,"DEC"
54,"barronTrump","June",0,0,0,0,0,"JUN"
54,"borisJCovid","April",100,100,0,97,0,"APR"
54,"caucusNV","February",40,50,0,10,0,"FEB"
54,"covid","March",100,100,0,100,1,"MAR"
54,"falwell","August",0,0,0,0,0,"AUG"
54,"firstStim","March",100,0,100,95,0,"MAR"
54,"georgeFloyd","May",100,80,0,30,0,"MAY"
54,"jadaSmith","July",0,0,0,0,0,"JUL"
54,"kobe","January",100,100,0,100,0,"JAN"
54,"nayaRivera","July",0,0,0,0,0,"JUL"
54,"olsenDivorce","May",0,0,0,0,0,"MAY"
54,"presBiden","November",100,100,0,100,0,"NOV"
54,"presDebates","October",0,0,0,0,0,"OCT"
54,"primaryNH","February",20,1,0,0,0,"FEB"
54,"secondStim","December",100,100,30,51,0,"DEC"
54,"soleimani","January",100,100,0,89,0,"JAN"
54,"thomBrenn","August",0,0,0,0,0,"AUG"
54,"toobinZoom","October",100,50,50,65,0,"OCT"
54,"trumpFraud","November",100,75,10,90,0,"NOV"
54,"trumpInterview","September",10,0,0,0,0,"SEP"
55,"BLM","June",70,0,90,70,0,"JUN"
55,"NFL","April",0,0,0,0,0,"APR"
55,"RBG","September",50,70,0,20,0,"SEP"
55,"baldwin","December",0,0,0,0,0,"DEC"
55,"barronTrump","June",0,0,0,0,0,"JUN"
55,"borisJCovid","April",50,30,0,70,0,"APR"
55,"caucusNV","February",30,20,50,0,0,"FEB"
55,"covid","March",80,60,20,80,1,"MAR"
55,"falwell","August",0,0,0,0,0,"AUG"
55,"firstStim","March",70,0,100,80,0,"MAR"
55,"georgeFloyd","May",70,100,0,20,0,"MAY"
55,"jadaSmith","July",0,0,0,0,0,"JUL"
55,"kobe","January",60,60,0,100,0,"JAN"
55,"nayaRivera","July",0,0,0,0,0,"JUL"
55,"olsenDivorce","May",0,0,0,0,0,"MAY"
55,"presBiden","November",70,0,100,40,0,"NOV"
55,"presDebates","October",50,0,50,0,0,"OCT"
55,"primaryNH","February",30,20,50,0,0,"FEB"
55,"secondStim","December",60,0,100,70,0,"DEC"
55,"soleimani","January",60,60,20,80,0,"JAN"
55,"thomBrenn","August",0,0,0,0,0,"AUG"
55,"toobinZoom","October",0,0,0,0,0,"OCT"
55,"trumpFraud","November",70,100,0,10,0,"NOV"
55,"trumpInterview","September",50,100,0,0,0,"SEP"
56,"BLM","June",100,16,62,20,0,"JUN"
56,"NFL","April",0,0,0,0,0,"APR"
56,"RBG","September",63,63,6,5,0,"SEP"
56,"baldwin","December",0,0,0,0,0,"DEC"
56,"barronTrump","June",0,0,0,0,0,"JUN"
56,"borisJCovid","April",0,0,0,0,0,"APR"
56,"caucusNV","February",0,0,0,0,0,"FEB"
56,"covid","March",100,100,0,100,1,"MAR"
56,"falwell","August",0,0,0,0,0,"AUG"
56,"firstStim","March",100,9,88,18,0,"MAR"
56,"georgeFloyd","May",100,100,0,92,0,"MAY"
56,"jadaSmith","July",0,0,0,0,0,"JUL"
56,"kobe","January",100,100,0,100,0,"JAN"
56,"nayaRivera","July",0,0,0,0,0,"JUL"
56,"olsenDivorce","May",0,0,0,0,0,"MAY"
56,"presBiden","November",100,0,77,50,0,"NOV"
56,"presDebates","October",85,73,22,18,0,"OCT"
56,"primaryNH","February",0,0,0,0,0,"FEB"
56,"secondStim","December",68,0,71,7,0,"DEC"
56,"soleimani","January",57,18,50,67,0,"JAN"
56,"thomBrenn","August",0,0,0,0,0,"AUG"
56,"toobinZoom","October",0,0,0,0,0,"OCT"
56,"trumpFraud","November",100,100,0,15,0,"NOV"
56,"trumpInterview","September",0,0,0,0,0,"SEP"
57,"BLM","June",92,0,20,92,0,"JUN"
57,"NFL","April",0,0,0,0,0,"APR"
57,"RBG","September",71,51,0,83,0,"SEP"
57,"baldwin","December",0,0,0,0,0,"DEC"
57,"barronTrump","June",33,0,52,0,0,"JUN"
57,"borisJCovid","April",0,0,0,0,0,"APR"
57,"caucusNV","February",0,0,0,0,0,"FEB"
57,"covid","March",99,84,0,100,1,"MAR"
57,"falwell","August",0,0,0,0,0,"AUG"
57,"firstStim","March",60,0,100,61,0,"MAR"
57,"georgeFloyd","May",83,100,0,100,0,"MAY"
57,"jadaSmith","July",70,11,0,100,0,"JUL"
57,"kobe","January",100,100,0,100,0,"JAN"
57,"nayaRivera","July",62,30,0,84,0,"JUL"
57,"olsenDivorce","May",0,0,0,0,0,"MAY"
57,"presBiden","November",61,0,72,52,0,"NOV"
57,"presDebates","October",5,40,10,0,0,"OCT"
57,"primaryNH","February",0,0,0,0,0,"FEB"
57,"secondStim","December",72,0,82,42,0,"DEC"
57,"soleimani","January",0,0,0,0,0,"JAN"
57,"thomBrenn","August",0,0,0,0,0,"AUG"
57,"toobinZoom","October",0,0,0,0,0,"OCT"
57,"trumpFraud","November",20,56,0,0,0,"NOV"
57,"trumpInterview","September",0,0,0,0,0,"SEP"
58,"BLM","June",65,16,52,34,0,"JUN"
58,"NFL","April",0,0,0,0,0,"APR"
58,"RBG","September",61,19,0,16,0,"SEP"
58,"baldwin","December",0,0,0,0,0,"DEC"
58,"barronTrump","June",0,0,0,0,0,"JUN"
58,"borisJCovid","April",32,7,17,18,0,"APR"
58,"caucusNV","February",60,1,38,20,0,"FEB"
58,"covid","March",86,83,0,87,1,"MAR"
58,"falwell","August",0,0,0,0,0,"AUG"
58,"firstStim","March",80,10,75,54,0,"MAR"
58,"georgeFloyd","May",85,95,0,66,0,"MAY"
58,"jadaSmith","July",40,20,0,48,0,"JUL"
58,"kobe","January",81,65,0,100,0,"JAN"
58,"nayaRivera","July",61,57,0,76,0,"JUL"
58,"olsenDivorce","May",0,0,0,0,0,"MAY"
58,"presBiden","November",90,0,92,90,0,"NOV"
58,"presDebates","October",30,36,16,0,0,"OCT"
58,"primaryNH","February",0,0,0,0,0,"FEB"
58,"secondStim","December",46,23,54,77,0,"DEC"
58,"soleimani","January",40,19,0,35,0,"JAN"
58,"thomBrenn","August",0,0,0,0,0,"AUG"
58,"toobinZoom","October",0,0,0,0,0,"OCT"
58,"trumpFraud","November",73,73,0,10,0,"NOV"
58,"trumpInterview","September",20,48,0,2,0,"SEP"
59,"BLM","June",70,10,10,20,0,"JUN"
59,"NFL","April",10,0,0,0,0,"APR"
59,"RBG","September",40,15,0,7,0,"SEP"
59,"baldwin","December",35,10,10,60,0,"DEC"
59,"barronTrump","June",0,0,0,0,0,"JUN"
59,"borisJCovid","April",35,10,0,6,0,"APR"
59,"caucusNV","February",20,7,15,5,0,"FEB"
59,"covid","March",90,50,0,70,1,"MAR"
59,"falwell","August",0,0,0,0,0,"AUG"
59,"firstStim","March",60,10,20,20,0,"MAR"
59,"georgeFloyd","May",70,50,0,19,0,"MAY"
59,"jadaSmith","July",15,4,0,0,0,"JUL"
59,"kobe","January",40,50,0,45,0,"JAN"
59,"nayaRivera","July",15,35,0,35,0,"JUL"
59,"olsenDivorce","May",0,0,0,0,0,"MAY"
59,"presBiden","November",65,10,25,10,0,"NOV"
59,"presDebates","October",50,15,5,0,0,"OCT"
59,"primaryNH","February",20,6,8,5,0,"FEB"
59,"secondStim","December",50,15,20,20,0,"DEC"
59,"soleimani","January",5,30,0,10,0,"JAN"
59,"thomBrenn","August",0,0,0,0,0,"AUG"
59,"toobinZoom","October",15,8,0,10,0,"OCT"
59,"trumpFraud","November",80,40,0,5,0,"NOV"
59,"trumpInterview","September",5,50,0,0,0,"SEP"
60,"BLM","June",80,30,0,71,0,"JUN"
60,"NFL","April",0,0,0,0,0,"APR"
60,"RBG","September",40,0,0,20,0,"SEP"
60,"baldwin","December",0,0,0,0,0,"DEC"
60,"barronTrump","June",0,0,0,0,0,"JUN"
60,"borisJCovid","April",20,0,0,0,0,"APR"
60,"caucusNV","February",20,0,0,0,0,"FEB"
60,"covid","March",100,26,70,60,1,"MAR"
60,"falwell","August",0,0,0,0,0,"AUG"
60,"firstStim","March",100,0,100,50,0,"MAR"
60,"georgeFloyd","May",90,80,0,0,0,"MAY"
60,"jadaSmith","July",60,0,0,10,0,"JUL"
60,"kobe","January",100,20,0,100,0,"JAN"
60,"nayaRivera","July",100,51,0,100,0,"JUL"
60,"olsenDivorce","May",0,0,0,0,0,"MAY"
60,"presBiden","November",100,0,90,0,0,"NOV"
60,"presDebates","October",70,0,0,0,0,"OCT"
60,"primaryNH","February",20,0,0,0,0,"FEB"
60,"secondStim","December",100,0,100,0,0,"DEC"
60,"soleimani","January",40,20,0,10,0,"JAN"
60,"thomBrenn","August",0,0,0,0,0,"AUG"
60,"toobinZoom","October",0,0,0,0,0,"OCT"
60,"trumpFraud","November",100,70,0,0,0,"NOV"
60,"trumpInterview","September",0,0,0,0,0,"SEP"
61,"BLM","June",100,5,75,10,0,"JUN"
61,"NFL","April",0,0,0,0,0,"APR"
61,"RBG","September",70,70,0,5,0,"SEP"
61,"baldwin","December",5,5,0,0,0,"DEC"
61,"barronTrump","June",0,0,0,0,0,"JUN"
61,"borisJCovid","April",10,0,0,0,0,"APR"
61,"caucusNV","February",0,0,0,0,0,"FEB"
61,"covid","March",70,35,0,85,1,"MAR"
61,"falwell","August",0,0,0,0,0,"AUG"
61,"firstStim","March",10,1,20,5,0,"MAR"
61,"georgeFloyd","May",80,80,0,10,0,"MAY"
61,"jadaSmith","July",0,0,0,0,0,"JUL"
61,"kobe","January",50,15,1,80,0,"JAN"
61,"nayaRivera","July",10,5,1,1,0,"JUL"
61,"olsenDivorce","May",0,0,0,0,0,"MAY"
61,"presBiden","November",100,1,60,25,0,"NOV"
61,"presDebates","October",5,0,0,0,0,"OCT"
61,"primaryNH","February",0,0,0,0,0,"FEB"
61,"secondStim","December",20,0,40,1,0,"DEC"
61,"soleimani","January",0,0,0,0,0,"JAN"
61,"thomBrenn","August",0,0,0,0,0,"AUG"
61,"toobinZoom","October",5,10,1,1,0,"OCT"
61,"trumpFraud","November",80,90,0,10,0,"NOV"
61,"trumpInterview","September",0,0,0,0,0,"SEP"
62,"BLM","June",92,14,47,31,0,"JUN"
62,"NFL","April",7,0,19,3,0,"APR"
62,"RBG","September",0,0,0,0,0,"SEP"
62,"baldwin","December",0,0,0,0,0,"DEC"
62,"barronTrump","June",0,0,0,0,0,"JUN"
62,"borisJCovid","April",100,50,0,70,0,"APR"
62,"caucusNV","February",0,0,0,0,0,"FEB"
62,"covid","March",100,69,0,93,1,"MAR"
62,"falwell","August",0,0,0,0,0,"AUG"
62,"firstStim","March",94,0,88,10,0,"MAR"
62,"georgeFloyd","May",100,85,0,70,0,"MAY"
62,"jadaSmith","July",15,60,0,90,0,"JUL"
62,"kobe","January",100,50,0,100,0,"JAN"
62,"nayaRivera","July",0,0,0,0,0,"JUL"
62,"olsenDivorce","May",0,0,0,0,0,"MAY"
62,"presBiden","November",100,4,46,40,0,"NOV"
62,"presDebates","October",77,21,9,0,0,"OCT"
62,"primaryNH","February",0,0,0,0,0,"FEB"
62,"secondStim","December",100,0,87,10,0,"DEC"
62,"soleimani","January",0,0,0,0,0,"JAN"
62,"thomBrenn","August",0,0,0,0,0,"AUG"
62,"toobinZoom","October",0,0,0,0,0,"OCT"
62,"trumpFraud","November",100,100,0,45,0,"NOV"
62,"trumpInterview","September",0,0,0,0,0,"SEP"
63,"BLM","June",80,20,20,20,0,"JUN"
63,"NFL","April",0,0,0,0,0,"APR"
63,"RBG","September",0,0,0,0,0,"SEP"
63,"baldwin","December",5,0,1,1,0,"DEC"
63,"barronTrump","June",0,0,0,0,0,"JUN"
63,"borisJCovid","April",70,20,0,50,0,"APR"
63,"caucusNV","February",10,20,20,5,0,"FEB"
63,"covid","March",100,100,0,70,1,"MAR"
63,"falwell","August",0,0,0,0,0,"AUG"
63,"firstStim","March",25,5,75,50,0,"MAR"
63,"georgeFloyd","May",80,70,1,85,0,"MAY"
63,"jadaSmith","July",10,10,0,20,0,"JUL"
63,"kobe","January",100,100,0,100,0,"JAN"
63,"nayaRivera","July",0,0,0,0,0,"JUL"
63,"olsenDivorce","May",0,0,0,0,0,"MAY"
63,"presBiden","November",100,5,50,60,0,"NOV"
63,"presDebates","October",65,10,69,50,0,"OCT"
63,"primaryNH","February",5,0,10,5,0,"FEB"
63,"secondStim","December",20,2,69,69,0,"DEC"
63,"soleimani","January",50,0,50,60,0,"JAN"
63,"thomBrenn","August",0,0,0,0,0,"AUG"
63,"toobinZoom","October",0,0,0,0,0,"OCT"
63,"trumpFraud","November",60,15,0,10,0,"NOV"
63,"trumpInterview","September",0,0,0,0,0,"SEP"
64,"BLM","June",85,37,7,31,0,"JUN"
64,"NFL","April",1,12,1,1,0,"APR"
64,"RBG","September",92,41,0,71,0,"SEP"
64,"baldwin","December",18,11,0,12,0,"DEC"
64,"barronTrump","June",8,1,1,4,0,"JUN"
64,"borisJCovid","April",31,0,0,20,0,"APR"
64,"caucusNV","February",41,3,57,45,0,"FEB"
64,"covid","March",100,90,3,100,1,"MAR"
64,"falwell","August",30,1,17,18,0,"AUG"
64,"firstStim","March",99,1,98,73,0,"MAR"
64,"georgeFloyd","May",61,37,1,72,0,"MAY"
64,"jadaSmith","July",100,1,1,1,0,"JUL"
64,"kobe","January",100,51,0,100,0,"JAN"
64,"nayaRivera","July",100,28,0,90,0,"JUL"
64,"olsenDivorce","May",18,0,0,25,0,"MAY"
64,"presBiden","November",100,0,96,30,0,"NOV"
64,"presDebates","October",79,51,20,1,0,"OCT"
64,"primaryNH","February",51,0,69,44,0,"FEB"
64,"secondStim","December",100,0,97,98,0,"DEC"
64,"soleimani","January",1,1,1,1,0,"JAN"
64,"thomBrenn","August",0,0,0,0,0,"AUG"
64,"toobinZoom","October",0,0,0,0,0,"OCT"
64,"trumpFraud","November",100,53,0,8,0,"NOV"
64,"trumpInterview","September",0,15,0,0,0,"SEP"
65,"BLM","June",100,100,0,0,0,"JUN"
65,"NFL","April",50,50,0,50,0,"APR"
65,"RBG","September",100,100,0,50,0,"SEP"
65,"baldwin","December",0,0,0,0,0,"DEC"
65,"barronTrump","June",0,0,0,0,0,"JUN"
65,"borisJCovid","April",70,100,0,0,0,"APR"
65,"caucusNV","February",100,0,0,50,0,"FEB"
65,"covid","March",100,100,0,50,1,"MAR"
65,"falwell","August",0,0,0,0,0,"AUG"
65,"firstStim","March",100,0,50,0,0,"MAR"
65,"georgeFloyd","May",100,50,0,50,0,"MAY"
65,"jadaSmith","July",0,0,0,0,0,"JUL"
65,"kobe","January",100,100,0,0,0,"JAN"
65,"nayaRivera","July",100,100,0,100,0,"JUL"
65,"olsenDivorce","May",0,0,0,0,0,"MAY"
65,"presBiden","November",100,0,50,0,0,"NOV"
65,"presDebates","October",100,0,50,0,0,"OCT"
65,"primaryNH","February",100,0,0,100,0,"FEB"
65,"secondStim","December",100,0,50,0,0,"DEC"
65,"soleimani","January",100,0,100,50,0,"JAN"
65,"thomBrenn","August",0,0,0,0,0,"AUG"
65,"toobinZoom","October",0,0,0,0,0,"OCT"
65,"trumpFraud","November",100,0,0,50,0,"NOV"
65,"trumpInterview","September",0,0,0,0,0,"SEP"
66,"BLM","June",100,100,0,100,0,"JUN"
66,"NFL","April",0,0,0,0,0,"APR"
66,"RBG","September",70,0,0,5,0,"SEP"
66,"baldwin","December",61,80,15,21,0,"DEC"
66,"barronTrump","June",0,0,0,0,0,"JUN"
66,"borisJCovid","April",0,0,0,0,0,"APR"
66,"caucusNV","February",0,0,0,0,0,"FEB"
66,"covid","March",100,100,0,100,1,"MAR"
66,"falwell","August",60,30,0,52,0,"AUG"
66,"firstStim","March",100,0,100,100,0,"MAR"
66,"georgeFloyd","May",100,100,0,10,0,"MAY"
66,"jadaSmith","July",100,50,50,5,0,"JUL"
66,"kobe","January",100,70,0,100,0,"JAN"
66,"nayaRivera","July",100,100,0,100,0,"JUL"
66,"olsenDivorce","May",0,0,0,0,0,"MAY"
66,"presBiden","November",100,100,0,100,0,"NOV"
66,"presDebates","October",100,12,70,0,0,"OCT"
66,"primaryNH","February",0,0,0,0,0,"FEB"
66,"secondStim","December",100,0,100,70,0,"DEC"
66,"soleimani","January",25,0,0,9,0,"JAN"
66,"thomBrenn","August",0,0,0,0,0,"AUG"
66,"toobinZoom","October",0,0,0,0,0,"OCT"
66,"trumpFraud","November",100,11,80,20,0,"NOV"
66,"trumpInterview","September",0,0,0,0,0,"SEP"
67,"BLM","June",100,50,0,100,0,"JUN"
67,"NFL","April",0,0,0,0,0,"APR"
67,"RBG","September",100,49,0,23,0,"SEP"
67,"baldwin","December",100,45,25,100,0,"DEC"
67,"barronTrump","June",0,0,0,0,0,"JUN"
67,"borisJCovid","April",100,48,0,29,0,"APR"
67,"caucusNV","February",100,51,0,100,0,"FEB"
67,"covid","March",100,100,0,100,1,"MAR"
67,"falwell","August",100,51,34,74,0,"AUG"
67,"firstStim","March",100,0,100,100,0,"MAR"
67,"georgeFloyd","May",100,58,0,49,0,"MAY"
67,"jadaSmith","July",0,0,0,0,0,"JUL"
67,"kobe","January",100,54,0,100,0,"JAN"
67,"nayaRivera","July",100,46,21,100,0,"JUL"
67,"olsenDivorce","May",0,0,0,0,0,"MAY"
67,"presBiden","November",100,75,0,100,0,"NOV"
67,"presDebates","October",100,0,100,6,0,"OCT"
67,"primaryNH","February",100,50,50,100,0,"FEB"
67,"secondStim","December",100,0,100,100,0,"DEC"
67,"soleimani","January",100,50,50,68,0,"JAN"
67,"thomBrenn","August",0,0,0,0,0,"AUG"
67,"toobinZoom","October",100,63,0,100,0,"OCT"
67,"trumpFraud","November",100,0,100,20,0,"NOV"
67,"trumpInterview","September",0,0,0,0,0,"SEP"
68,"BLM","June",45,0,0,0,0,"JUN"
68,"NFL","April",60,0,0,0,0,"APR"
68,"RBG","September",48,0,0,0,0,"SEP"
68,"baldwin","December",40,0,0,0,0,"DEC"
68,"barronTrump","June",0,0,0,0,0,"JUN"
68,"borisJCovid","April",0,0,0,0,0,"APR"
68,"caucusNV","February",0,1,1,1,0,"FEB"
68,"covid","March",85,100,0,55,1,"MAR"
68,"falwell","August",0,1,0,0,0,"AUG"
68,"firstStim","March",73,0,70,0,0,"MAR"
68,"georgeFloyd","May",51,47,0,0,0,"MAY"
68,"jadaSmith","July",27,0,0,0,0,"JUL"
68,"kobe","January",93,100,0,89,0,"JAN"
68,"nayaRivera","July",100,100,0,60,0,"JUL"
68,"olsenDivorce","May",0,2,0,0,0,"MAY"
68,"presBiden","November",72,0,0,2,0,"NOV"
68,"presDebates","October",48,0,0,0,0,"OCT"
68,"primaryNH","February",0,0,0,0,0,"FEB"
68,"secondStim","December",86,0,86,3,0,"DEC"
68,"soleimani","January",0,0,0,0,0,"JAN"
68,"thomBrenn","August",0,0,0,0,0,"AUG"
68,"toobinZoom","October",20,0,0,0,0,"OCT"
68,"trumpFraud","November",0,0,0,0,0,"NOV"
68,"trumpInterview","September",0,0,0,0,0,"SEP"
69,"BLM","June",72,30,30,86,0,"JUN"
69,"NFL","April",0,0,0,0,0,"APR"
69,"RBG","September",85,80,0,25,0,"SEP"
69,"baldwin","December",55,25,0,50,0,"DEC"
69,"barronTrump","June",0,0,0,0,0,"JUN"
69,"borisJCovid","April",65,15,0,19,0,"APR"
69,"caucusNV","February",90,10,89,45,0,"FEB"
69,"covid","March",95,75,0,50,1,"MAR"
69,"falwell","August",0,0,0,0,0,"AUG"
69,"firstStim","March",70,0,75,75,0,"MAR"
69,"georgeFloyd","May",90,100,0,85,0,"MAY"
69,"jadaSmith","July",0,0,0,0,0,"JUL"
69,"kobe","January",97,50,0,100,0,"JAN"
69,"nayaRivera","July",98,100,0,100,0,"JUL"
69,"olsenDivorce","May",0,0,0,0,0,"MAY"
69,"presBiden","November",95,0,100,15,0,"NOV"
69,"presDebates","October",100,20,50,0,0,"OCT"
69,"primaryNH","February",80,10,50,20,0,"FEB"
69,"secondStim","December",75,0,88,75,0,"DEC"
69,"soleimani","January",65,10,10,60,0,"JAN"
69,"thomBrenn","August",0,0,0,0,0,"AUG"
69,"toobinZoom","October",80,12,12,40,0,"OCT"
69,"trumpFraud","November",90,71,0,5,0,"NOV"
69,"trumpInterview","September",55,100,0,40,0,"SEP"
70,"BLM","June",90,25,25,40,0,"JUN"
70,"NFL","April",0,0,0,0,0,"APR"
70,"RBG","September",90,90,0,15,0,"SEP"
70,"baldwin","December",70,10,10,80,0,"DEC"
70,"barronTrump","June",0,0,0,0,0,"JUN"
70,"borisJCovid","April",60,20,50,10,0,"APR"
70,"caucusNV","February",0,0,0,0,0,"FEB"
70,"covid","March",95,75,10,80,1,"MAR"
70,"falwell","August",5,0,0,0,0,"AUG"
70,"firstStim","March",70,15,40,60,0,"MAR"
70,"georgeFloyd","May",80,90,0,20,0,"MAY"
70,"jadaSmith","July",0,0,0,0,0,"JUL"
70,"kobe","January",50,20,0,60,0,"JAN"
70,"nayaRivera","July",0,0,0,0,0,"JUL"
70,"olsenDivorce","May",15,3,60,10,0,"MAY"
70,"presBiden","November",90,40,90,75,0,"NOV"
70,"presDebates","October",60,70,10,0,0,"OCT"
70,"primaryNH","February",15,6,14,1,0,"FEB"
70,"secondStim","December",80,30,40,60,0,"DEC"
70,"soleimani","January",0,0,0,0,0,"JAN"
70,"thomBrenn","August",0,0,0,0,0,"AUG"
70,"toobinZoom","October",0,0,0,0,0,"OCT"
70,"trumpFraud","November",70,90,0,16,0,"NOV"
70,"trumpInterview","September",40,10,16,1,0,"SEP"
71,"BLM","June",100,95,0,61,0,"JUN"
71,"NFL","April",42,0,0,59,0,"APR"
71,"RBG","September",77,0,0,50,0,"SEP"
71,"baldwin","December",0,0,0,0,0,"DEC"
71,"barronTrump","June",0,0,0,0,0,"JUN"
71,"borisJCovid","April",100,53,1,51,0,"APR"
71,"caucusNV","February",65,100,0,35,0,"FEB"
71,"covid","March",100,100,0,100,1,"MAR"
71,"falwell","August",0,0,0,0,0,"AUG"
71,"firstStim","March",89,28,58,100,0,"MAR"
71,"georgeFloyd","May",89,56,0,100,0,"MAY"
71,"jadaSmith","July",0,0,0,0,0,"JUL"
71,"kobe","January",100,100,0,100,0,"JAN"
71,"nayaRivera","July",0,0,0,0,0,"JUL"
71,"olsenDivorce","May",0,0,0,0,0,"MAY"
71,"presBiden","November",100,100,0,100,0,"NOV"
71,"presDebates","October",100,79,67,50,0,"OCT"
71,"primaryNH","February",64,100,0,38,0,"FEB"
71,"secondStim","December",77,26,42,87,0,"DEC"
71,"soleimani","January",85,0,50,93,0,"JAN"
71,"thomBrenn","August",0,0,0,0,0,"AUG"
71,"toobinZoom","October",0,0,0,0,0,"OCT"
71,"trumpFraud","November",100,11,50,57,0,"NOV"
71,"trumpInterview","September",4,0,0,0,0,"SEP"
72,"BLM","June",85,0,100,91,0,"JUN"
72,"NFL","April",0,0,0,0,0,"APR"
72,"RBG","September",90,60,0,80,0,"SEP"
72,"baldwin","December",56,10,0,43,0,"DEC"
72,"barronTrump","June",0,0,0,0,0,"JUN"
72,"borisJCovid","April",75,25,0,58,0,"APR"
